,Content ID,Type,Datetime,Type,Category,Sentiment,Score 
131,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,18-03-2021 01:53,audio,tennis,negative,12
132,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,14-01-2021 07:21,GIF,technology,negative,0
133,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,23-12-2020 04:11,audio,technology,positive ,60
134,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,21-05-2021 07:23,photo,animals,negative,5
135,3f8590c7-6ab2-4973-805a-90cdec355f05,like,28-03-2021 23:25,video,soccer,positive,50
136,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,16-09-2020 07:33,video,dogs,neutral ,35
137,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,08-11-2020 10:53,GIF,soccer,neutral ,20
138,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,06-03-2021 05:23,photo,technology,positive ,60
139,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,13-01-2021 23:35,audio,technology,negative,0
140,3f8590c7-6ab2-4973-805a-90cdec355f05,want,06-09-2020 22:35,photo,Fitness,positive,70
141,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,24-06-2020 09:31,video,veganism,positive,30
142,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,07-02-2021 21:39,audio,soccer,negative,5
143,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,21-01-2021 18:28,GIF,fitness,positive,45
144,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,27-02-2021 00:21,video,education,negative,10
145,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,22-08-2020 12:06,audio,soccer,negative,12
146,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,03-08-2020 06:29,video,animals,positive,70
147,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,02-08-2020 06:20,video,public speaking,negative,15
148,3f8590c7-6ab2-4973-805a-90cdec355f05,want,04-06-2021 04:57,GIF,tennis,positive,70
149,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,21-10-2020 09:07,video,science,positive,75
150,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,26-12-2020 19:46,photo,animals,negative,10
151,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,02-03-2021 22:47,video,dogs,negative,15
152,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,31-03-2021 09:48,audio,studying,neutral ,20
153,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,14-06-2021 13:44,photo,veganism,positive,30
154,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,27-12-2020 17:04,video,tennis,negative,15
155,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,11-02-2021 03:51,GIF,studying,negative,15
156,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,07-12-2020 19:07,GIF,tennis,positive,30
157,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,28-12-2020 08:31,video,cooking,positive,30
158,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,26-10-2020 05:27,video,food,positive,30
159,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,26-09-2020 18:43,video,technology,negative,12
160,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,25-11-2020 13:01,photo,healthy eating,negative,15
161,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,11-07-2020 05:51,video,dogs,positive ,60
162,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,19-03-2021 16:23,GIF,animals,positive ,60
163,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,11-10-2020 18:31,audio,culture,positive,30
164,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,02-11-2020 20:15,video,travel,positive ,60
165,3f8590c7-6ab2-4973-805a-90cdec355f05,want,01-10-2020 03:35,video,dogs,positive,70
166,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,11-02-2021 20:10,video,soccer,negative,0
167,3f8590c7-6ab2-4973-805a-90cdec355f05,want,07-02-2021 15:59,photo,science,positive,70
168,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,17-10-2020 11:46,audio,food,negative,5
169,3f8590c7-6ab2-4973-805a-90cdec355f05,like,09-08-2020 19:41,photo,soccer,positive,50
170,3f8590c7-6ab2-4973-805a-90cdec355f05,love,01-02-2021 02:40,photo,technology,positive,65
171,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,30-01-2021 09:36,audio,fitness,positive,72
,,,,,,,
173,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,31-03-2021 15:24,audio,fitness,positive,70
174,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,05-02-2021 17:00,video,dogs,positive,75
175,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,19-02-2021 16:29,audio,Travel,positive ,60
176,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,25-07-2020 00:00,audio,veganism,negative,12
,,,,,,,
178,0bedca96-fb76-4287-a83c-17330ed39cce,adore,13-07-2020 02:38,video,travel,positive,72
179,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,13-01-2021 13:11,GIF,food,neutral ,20
180,0bedca96-fb76-4287-a83c-17330ed39cce,worried,02-01-2021 16:46,GIF,fitness,negative,12
181,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,26-11-2020 02:25,photo,science,positive,45
182,0bedca96-fb76-4287-a83c-17330ed39cce,want,25-08-2020 19:18,GIF,cooking,positive,70
183,0bedca96-fb76-4287-a83c-17330ed39cce,hate,01-02-2021 00:15,audio,cooking,negative,5
184,0bedca96-fb76-4287-a83c-17330ed39cce,love,04-06-2021 14:36,video,public speaking,positive,65
185,0bedca96-fb76-4287-a83c-17330ed39cce,adore,19-08-2020 13:38,audio,studying,positive,72
186,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,22-04-2021 02:08,audio,healthy eating,positive,70
187,0bedca96-fb76-4287-a83c-17330ed39cce,super love,26-06-2020 10:33,audio,science,positive,75
188,0bedca96-fb76-4287-a83c-17330ed39cce,like,15-08-2020 18:16,photo,fitness,positive,50
189,0bedca96-fb76-4287-a83c-17330ed39cce,love,26-11-2020 13:42,GIF,animals,positive,65
,,,,,,,
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,14-04-2021 00:56,video,food,positive,70
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,21-07-2020 21:27,GIF,soccer,neutral ,20
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,29-03-2021 06:57,GIF,dogs,negative,10
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,20-05-2021 16:11,video,tennis,positive,70
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,02-11-2020 06:09,audio,food,positive,50
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,24-10-2020 15:37,video,tennis,neutral ,20
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,07-09-2020 14:42,GIF,science,positive ,60
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,04-03-2021 02:46,audio,cooking,negative,15
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,07-01-2021 14:08,photo,education,positive,72
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,06-07-2020 11:18,audio,soccer,neutral ,35
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,27-03-2021 04:56,GIF,food,positive,50
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,21-11-2020 21:25,audio,travel,positive,45
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,22-08-2020 01:25,audio,travel,positive,70
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,14-06-2021 11:45,GIF,animals,neutral ,35
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,15-07-2020 19:28,video,dogs,negative,12
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,21-03-2021 14:39,audio,education,positive,45
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,07-04-2021 03:15,photo,veganism,positive,75
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,24-04-2021 06:56,video,animals,positive,70
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,30-09-2020 14:05,GIF,veganism,positive ,60
210,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,19-07-2020 19:28,audio,Animals,positive ,60
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,21-01-2021 07:08,video,fitness,negative,15
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,31-01-2021 13:48,GIF,education,negative,15
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,24-12-2020 03:24,photo,public speaking,negative,5
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,27-05-2021 01:44,GIF,cooking,negative,0
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,13-02-2021 04:14,audio,soccer,negative,0
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,14-07-2020 04:36,GIF,food,positive,72
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,15-07-2020 16:03,video,tennis,negative,10
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,08-10-2020 17:23,audio,animals,positive,50
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,12-11-2020 23:55,video,dogs,positive ,60
220,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,21-02-2021 05:01,photo,education,positive,70
221,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,09-07-2020 08:58,video,fitness,positive,45
222,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,26-06-2020 23:45,audio,healthy eating,positive,72
223,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,20-11-2020 13:18,audio,culture,negative,12
224,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,29-05-2021 21:34,GIF,fitness,positive,50
225,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,22-02-2021 02:48,GIF,technology,neutral ,20
226,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,07-01-2021 18:39,video,healthy eating,negative,15
227,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,01-10-2020 15:10,photo,travel,positive,72
228,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,21-11-2020 08:24,photo,fitness,negative,5
229,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,15-04-2021 13:50,audio,studying,negative,15
230,b18cb63f-4c8e-44ee-a47f-541e95191d11,love,30-06-2020 01:14,video,healthy eating,positive,65
231,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,01-12-2020 15:06,GIF,fitness,positive,70
232,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,07-11-2020 00:47,GIF,healthy eating,negative,15
,,,,,,,
234,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,30-06-2020 13:08,video,cooking,positive,75
235,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,04-08-2020 03:09,audio,fitness,positive ,60
236,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,28-07-2020 07:01,GIF,fitness,positive,45
237,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,25-10-2020 02:39,audio,veganism,positive,75
238,5118e9c5-1377-4cc5-a486-65b35b7b7b76,worried,05-07-2020 03:37,audio,culture,negative,12
239,5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish,28-04-2021 15:16,audio,healthy eating,positive,70
240,5118e9c5-1377-4cc5-a486-65b35b7b7b76,indifferent,31-01-2021 00:54,photo,technology,neutral ,20
241,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,29-08-2020 11:37,GIF,food,positive,72
242,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,15-10-2020 12:09,GIF,technology,positive,45
243,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,02-08-2020 21:20,photo,travel,positive,65
244,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,31-10-2020 21:46,audio,education,negative,15
245,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,12-10-2020 09:40,photo,Education,positive ,60
246,5118e9c5-1377-4cc5-a486-65b35b7b7b76,want,12-12-2020 12:22,video,public speaking,positive,70
247,5118e9c5-1377-4cc5-a486-65b35b7b7b76,like,09-01-2021 16:37,video,soccer,positive,50
248,5118e9c5-1377-4cc5-a486-65b35b7b7b76,hate,23-08-2020 04:39,photo,travel,negative,5
249,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,22-12-2020 04:20,video,fitness,positive,65
250,5118e9c5-1377-4cc5-a486-65b35b7b7b76,disgust,07-11-2020 08:49,video,dogs,negative,0
251,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,17-04-2021 22:45,photo,veganism,positive,72
252,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,21-04-2021 00:21,video,studying,negative,15
253,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,19-07-2020 10:33,GIF,veganism,positive,45
254,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,06-07-2020 02:08,photo,education,positive,45
255,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,26-03-2021 05:42,video,public speaking,positive,65
,,,,,,,
,,,,,,,
258,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,13-09-2020 11:24,GIF,studying,positive,70
259,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,28-01-2021 21:06,video,travel,negative,12
260,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,20-01-2021 01:15,GIF,dogs,neutral ,20
261,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,03-09-2020 01:15,video,cooking,positive,75
262,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,09-01-2021 10:46,photo,dogs,negative,12
